task,prompt,answer
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: B4GALT5,THOC5,FAM90A1,OSCP1,AAAS,FAM102A,DPP8,SAYSD1,EPC2,MRE11",THOC5
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: C9orf57,SALL1,RBMS3,SRPX,CD68,ACKR4,HMGCL,MCM7,THAP1,TGIF2",THAP1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: KCNK10,SLC2A12,CMPK2,DGKG,PAIP2B,KEAP1,RSAD2,OR6C70,VHLL,FIGLA",FIGLA
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF680,KIAA0319L,PF4,LHFPL2,FOXRED1,RSL1D1,P4HA2,ZNF169,C14orf79,GNL3L",GNL3L
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: GPR26,LY75,SLC34A3,SLC4A11,RPL13A,TMEM189-UBE2V1,MICAL3,COL24A1,GPATCH4,CDK17",RPL13A
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: KCNC1,OR4N5,RHPN2,EPHA2,IFNA10,DUSP13,RAB39B,FAM71B,AMBN,CCT4",CCT4
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: TSTD1,REPIN1,MAGEA10,NXF2,ACE2,RPL18,HMOX2,PBLD,TAAR5,NADSYN1",RPL18
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF141,PCSK5,ZDHHC24,IFNG,C1GALT1C1L,MPG,MAP2K4,RECK,CCDC157,KRT12",RECK
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: WARS,EPHA7,GPR148,BCL7A,GDF6,EBNA1BP2,PINLYP,LRRK2,NANOS2,OR2T35",EBNA1BP2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: AFM,ZBTB20,ZNF837,PGGT1B,MYO1G,CTF1,RFWD2,GTSF1,TMED5,F8A3",ZNF837
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF264,COPE,ANKRD53,SLC35F1,EPHB1,VAT1,DAPK3,SV2B,SAAL1,PKDREJ",COPE
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: PMS2,RABGEF1,PLEKHO2,TXK,PEPD,PNMT,ELMOD3,SLC28A3,RPGRIP1,DPM1",PEPD
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: DEFA4,HOXB1,MPPED1,BCL6,RAB6A,BNIP3,DNMT3L,C12orf66,BMI1,OR2W3",C12orf66
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: DAAM1,PCDHA6,DOCK6,BICRAL,ASPN,CA13,MFAP3,SMYD4,CACTIN,C14orf80",SMYD4
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: DEFB129,PQLC3,PRIM2,ATG5,RBBP4,NBN,ZSCAN23,FNIP2,KLHL26,ASPHD1",PRIM2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF256,RFPL2,GET4,FAM72C,PIBF1,PNO1,EPS8L2,C7orf71,RAB39B,SERPINE3",PNO1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CTDP1,CACNA1A,HAUS6,PSG6,WFIKKN1,FAM210B,C19orf43,SSBP4,AKR1B15,OR4D9",OR4D9
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ASS1,MYO5A,HMG20B,SREK1IP1,ANKH,FCN1,ZNF365,NT5C,FSD2,USP5",USP5
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ADGRG3,ATP6V0A4,PAQR7,RSPO2,NTPCR,CNPY4,MCM5,NISCH,DNAJB4,SNX6",MCM5
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ALX1,MRGPRD,PHF10,GADD45G,ASMT,USP17L3,DNAJC7,PAX2,TCF7L1,WDR5",WDR5
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CPA1,VAPB,RBM48,CBWD7,SGO1,IGSF5,FXYD4,GABRR2,ABHD13,LDHB",SGO1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: GLRX2,OR4D5,LAMP5,ZNF205,PNLIP,RYR1,THBS2,SLC25A52,COX6C,FBN1",COX6C
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: PTGES3,GAN,PTGER3,DCAKD,RPS25,NXPH1,FGF18,MB21D2,USE1,ARG2",RPS25
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: GSE1,PRODH2,TCF21,MBNL3,POTEE,FRMD3,PPP1R3C,CRLF1,ATP2C2,ANAPC15",ANAPC15
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: MEGF9,B3GNT4,ITPKC,PLA2G3,IQCF1,SLC25A35,CDC20B,KIAA1462,CYP2S1,TUBGCP2",TUBGCP2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: AP3M1,NUDT3,TMEM160,MAP3K15,CFAP69,FKRP,ZSWIM3,RUFY4,WDFY4,ACSS1",FKRP
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: PDE4A,CABLES1,THADA,KCTD21,ZNF16,CDC7,EBPL,RBX1,MOSPD3,ABCA7",CDC7
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: LGALS7B,ASTN2,UGDH,IMP3,CCDC74A,ARMS2,SP110,GYS1,TMUB2,DLL3",IMP3
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: OR2L8,ZNF552,SLC25A53,DYTN,CETP,ZSCAN21,IQCG,MRPL58,ACAD11,EVPLL",MRPL58
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ULBP2,WDR41,TERT,ATXN7L1,ARHGEF25,HIVEP1,KIF11,DNAAF4,ADA,PGBD3",KIF11
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: FAM104B,TP53TG3E,ASCL5,MBNL2,SGSH,PRPF6,CHRNB2,DNM1L,BRS3,CNTN1",PRPF6
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: FABP1,TSSK2,REXO1,RAB14,ZNF675,EIF2AK4,TRAIP,NFYB,FKBP1B,ESCO1",TRAIP
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: SLC11A2,GMIP,BTK,KRT84,OR10S1,PSMB6,IP6K3,CDKN1A,LHX5,BCAP31",GMIP
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: SP8,LOC388780,OR4S1,CFAP47,DACH1,CLUH,INTU,PAQR9,ZNF654,PGD",PGD
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ANXA11,AMOTL2,MAPK13,RBBP4,MISP3,RSAD2,UBE2H,SAA4,SEPT3,NHSL1",UBE2H
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZBTB38,DEUP1,SLC1A4,RETREG2,CEBPZ,SOAT2,NDRG2,BRICD5,SPDYE5,MMD2",MMD2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF148,KIAA0922,OVCH1,TMEM132D,IFNA7,E2F5,PLPBP,ARHGAP18,TMC3,SLC37A3",ZNF148
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CLPS,LPL,TSC2,EML6,MAGEB17,SLC52A3,PRG2,RIPOR3,OPRM1,CPN2",TSC2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: GRAP,USP46,SYNM,CENPI,ACADVL,BCL7A,NFXL1,SPATA3,RANGAP1,HIST1H3I",CENPI
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: KNDC1,SYTL1,MAPK9,SERPINA9,IKBKB,C16orf45,TUBGCP5,COX7A1,PPEF2,ADRA2B",TUBGCP5
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: DHX30,ZRANB3,MECR,ADH1B,PTMA,RASSF10,TTC17,MRPS18A,OR7C2,SYCP2L",PTMA
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CSN3,SLC37A3,RBX1,SGMS1,KIF17,NMRAL1,LIMS3,KIAA1217,L3MBTL2,METTL24",METTL24
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CD226,SYT17,TCIRG1,GABRR1,NPLOC4,KRT27,SCPEP1,PIGQ,DENND3,RPS18",RPS18
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: AQP12A,EIF4H,ASB6,NUP62,TP53INP2,CDK18,AMFR,PPP1R14B,MACC1,TMEM105",NUP62
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: BBS9,KIF24,RUSC1-AS1,EFHB,ANKDD1B,DNTTIP2,RRP8,ACOT2,PRKCG,SPAG4",DNTTIP2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ADGRL4,ZNF181,PSMC3,HELZ,PPP4R1,NOC2L,GNPTAB,IGFBP5,ITGAM,MC1R",PSMC3
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: FOXN3,HIST1H2BJ,SNX5,CALB2,OSBPL5,CCER2,MSLN,ZNF205,NUP88,TP53TG3E",NUP88
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: TRIM14,RUVBL1,LOC339862,SAT2,TEX15,OAZ1,MYO9B,PKN3,MUC1,LBX2",RUVBL1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CCT2,DIAPH3,RPL7,KCNJ11,NEFL,GYPE,WFDC2,PCDHGB7,CHST7,MCM10",MCM10
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ADCYAP1,RRP1,PIM1,M1AP,TMSB4Y,IL17RB,PIGO,CTSD,FGG,PIGS",RRP1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: LCN10,IRX2,PGBD2,ANP32E,OR52W1,GDNF,NRBP1,SEPT2,NDUFAF2,LSMEM2",NRBP1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: RPS6KA6,UBTFL1,CAPN13,ALPK3,NPTX2,SNRNP200,THAP2,CALY,LRRC30,C10orf55",SNRNP200
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CAMLG,ST8SIA2,TMEM219,YEATS2,CTPS1,MAP3K2,SELENOT,PEX7,ADGRG5,TPSB2",CTPS1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: SULT1B1,GCC1,GRIK4,PRKD1,AFAP1L2,GINS1,EBAG9,AAMDC,LXN,KRTAP1-4",GINS1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: COPZ1,IFI44,ZNF473,TWF1,AKAP8L,UNKL,C10orf55,MAEA,ELOA2,NFE4",COPZ1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: VCPIP1,GNAT1,OR4M1,SELENOT,DCAF7,ILF2,MTF2,CHGA,DLEU7,PLK4",ILF2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: MSTN,MIOS,WDTC1,KIAA0753,RGS20,RIBC1,SLC27A5,VWDE,TIGD2,ZNF792",MIOS
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CFAP70,ZMAT4,ELOVL7,DEFB106A,ZNF605,FAM149B1,FBL,C3orf30,PLAC9,DDX5",FBL
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: SS18,ADAMTS4,GMPR,POLR1B,SPEG,C20orf197,FABP4,ELF2,IFNA1,SLC5A1",POLR1B
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: OR1L4,ADORA2B,PIAS1,COA5,EPHA7,SLC26A9,B3GNT8,RAP1A,GPS2,NKRF",RAP1A
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: TBCK,AP3B1,RPL17,DEFB118,EIF2B4,PWWP2B,ARPC4,MRPS18A,PSEN1,ABCB9",RPL17
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ABO,OR2G3,UBQLN3,DSCAM,MED6,ARHGEF2,MPP4,DDX41,NKX2-8,METTL23",DDX41
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: NXPH3,TUBA1C,SNRPF,DTD1,BOK,GUCA1B,PTGFRN,GET4,PCP4L1,UAP1",SNRPF
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: EIF3L,CP,NFYB,KRT19,TIGD1,VAX2,SSX7,SRFBP1,NMS,SNX13",SRFBP1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: HIST2H3D,MRPL22,APIP,GAS2L1,ARIH2OS,C15orf38-AP3S2,PPP2R2B,MIA3,NIPSNAP3B,TMLHE",MRPL22
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ADRA2C,ATAD1,KLF5,PITPNB,YDJC,FAM213A,DBX1,B4GALNT4,FAM110A,STON2",PITPNB
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: PDK3,PRDM8,MRPL40,ROM1,CD4,HIST1H2BC,BRPF3,ISM1,CALR3,GK",CD4
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: SLC35A4,PPIP5K1,VCAN,ZBED1,PRSS37,DENND1B,ITSN2,ARMC12,PELI3,MTAP",ITSN2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: TGM5,GSAP,ZNF532,PTPRF,FBXL14,CEMIP,FAM124B,SLC1A1,LOC730183,RPL9",RPL9
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: CNIH2,DONSON,ERVMER34-1,MED30,KDSR,DPH2,EPC2,SOS1,HAPLN1,GIMAP7",DONSON
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: TRMT12,SLC27A1,NR1H3,HTRA4,SMC1A,TSLP,KIF13B,FAM69C,GPR108,XPNPEP2",SMC1A
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: C15orf54,KRTAP20-3,VPS51,NOL9,RBFA,POLR2L,ARMC2,NUDT3,SP1,CDR2L",SP1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: LSM4,VRK1,TRAT1,FAM109B,CST2,TOP1,HCAR1,CLDN14,ITGA8,GFI1B",LSM4
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ELOB,QDPR,ABCA5,C22orf42,PARP1,ERCC6,LHFPL2,SPOUT1,RASA4,ACTRT3",SPOUT1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: KDELC2,RRN3,TENM2,DAPK3,YAP1,GRTP1,RGL1,CAMK1D,MED6,DCC",RRN3
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: DLD,SYNM,XG,SLC6A15,HOXA9,E2F8,ZNF91,CC2D2A,GULP1,IQSEC2",DLD
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: AGPAT2,TPTE,CSH2,C16orf70,APOL3,CHRND,YIPF3,CCDC87,MBD4,GALNT8",C16orf70
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: IFNA14,C21orf33,KLHL33,MESDC1,LOC100130880,AK7,CCL25,PPIL2,A1CF,MRPL48",MESDC1
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: UBE4B,NGLY1,SF3B6,DCLRE1A,TTC27,UTS2B,RWDD2B,C1S,NIPSNAP2,SPG7",NIPSNAP2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: MUTYH,SAGE1,EXOC6B,GLIS1,TRIM73,MKS1,FAM173B,UGT2B17,FAM177B,PCBP2",PCBP2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: ZNF600,PRMT2,ZMYND12,NHSL2,SPHKAP,CRIM1,KIAA0319L,AGL,PIANP,POLA2",POLA2
gene_perturb_selection,"Your task is to identify genes that regulate the production of Interleukin-2 (IL-2). 
 From the list of potential genes, provide one most confident gene (matching one of the given genes). 
 Gene list: PAPPA,RPL18A,MAMDC2,SYT13,RHCE,BAALC,NCOA4,ZNF248,MYNN,GPX5",BAALC
