task,prompt,answer
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Magnesium levels (Magneseium)
Genes in locus: {ADAM15},{ASH1L},{CKS1B},{CLK2},{DAP3},{DCST1},{DCST2},{DPM3},{EFNA1},{EFNA3},{EFNA4},{EFNA4-EFNA3},{ENSG00000273088},{ENTREP3},{FDPS},{FLAD1},{GBA1},{HCN3},{KCNN3},{KRTCAP2},{LENEP},{MSTO1},{MTX1},{MUC1},{PBXIP1},{PKLR},{PMVK},{PYGO2},{RUSC1},{SCAMP3},{SHC1},{SLC50A1},{THBS3},{TRIM46},{YY1AP1},{ZBTB7B}
",MUC1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Magnesium levels
Genes in locus: {C9orf40},{CARNMT1},{NMRK1},{OSTF1},{RORB},{TRPM6}
",TRPM6
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: N-glycan levels (DG1) (N-glycan measurement)
Genes in locus: {CHURC1},{CHURC1-FNTB},{FNTB},{FUT8},{GPX2},{MAX},{RAB15},{SPTB}
",FUT8
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: D-dimer levels (D dimer measurement)
Genes in locus: {ABCA4},{ABCD3},{ALG14},{ARHGAP29},{CNN3},{F3},{SLC44A3}
",F3
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: D-dimer levels (D dimer measurement)
Genes in locus: {ATP1B1},{BLZF1},{C1orf112},{CCDC181},{F5},{KIFAP3},{METTL18},{NME7},{SCYL3},{SELE},{SELL},{SELP},{SLC19A2}
",F5
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Vitamin E levels (Alpha-Tocopherol)
Genes in locus: {AKAP8},{AKAP8L},{AP1M1},{CIB3},{CYP4F11},{CYP4F12},{CYP4F2},{CYP4F22},{CYP4F3},{CYP4F8},{EPS15L1},{FAM32A},{HSH2D},{KLF2},{OR10H1},{OR10H2},{OR10H3},{OR10H4},{OR10H5},{PGLYRP2},{RAB8A},{RASAL3},{TPM4},{WIZ}
",CYP4F2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Phospholipid levels (plasma) (DPA) (Docosapentaenoic acid)
Genes in locus: {C6orf52},{ELOVL2},{ENSG00000272162},{ERVFRD-1},{GCM2},{GCNT2},{MAK},{NEDD9},{PAK1IP1},{SMIM13},{SYCP2L},{TMEM14B},{TMEM14C}
",ELOVL2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Retinol levels (Vitamin A)
Genes in locus: {CEP55},{FFAR4},{FRA10AC1},{LGI1},{MYOF},{PDE6C},{PLCE1},{RBP4},{SLC35G1}
",RBP4
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Retinol levels (Vitamin A)
Genes in locus: {B4GALT6},{DSC1},{DSG1},{DSG2},{DSG3},{DSG4},{RNF125},{RNF138},{SLC25A52},{TRAPPC8},{TTR}
",TTR
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Metabolic traits (caffeine/quinate + 3 other traits) (Caffeine / Quinic acid)
Genes in locus: {AGR2},{AGR3},{AHR},{ENSG00000283321},{TSPAN13}
",AHR
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Metabolic traits (inosine + 1 other trait)
Genes in locus: {ENSG00000271793},{NT5E},{SNX14},{SYNCRIP}
",NT5E
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Testosterone levels (Testosterone)
Genes in locus: {ACADVL},{ACAP1},{ALOX12B},{ALOX15B},{ALOXE3},{ASGR1},{ATP1B2},{CD68},{CHD3},{CHRNB1},{CLDN7},{CNTROB},{CTDNEP1},{CYB5D1},{DLG4},{DNAH2},{DVL2},{EFNB3},{EIF4A1},{EIF5A},{ELP5},{ENSG00000261915},{ENSG00000262302},{ENSG00000262526},{ENSG00000262730},{ENSG00000286007},{FGF11},{FXR2},{GABARAP},{GPS2},{GUCY2D},{KCNAB3},{KCTD11},{KDM6B},{MPDU1},{NAA38},{NEURL4},{NLGN2},{PHF23},{PLSCR3},{POLR2A},{RNF227},{SAT2},{SENP3},{SENP3-EIF4A1},{SHBG},{SLC2A4},{SLC35G6},{SOX15},{SPEM1},{SPEM2},{SPEM3},{TMEM102},{TMEM256},{TMEM256-PLSCR3},{TMEM88},{TMEM95},{TNFSF12},{TNFSF12-TNFSF13},{TNFSF13},{TNK1},{TP53},{TRAPPC1},{WRAP53},{YBX2},{ZBTB4}
",SHBG
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Metabolite levels (Ala, Val) (L-Alanine / L-Valine)
Genes in locus: {ACTR2},{AFTPH},{CEP68},{RAB1A},{SERTAD2},{SLC1A4},{SPRED2}
",SLC1A4
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Metabolite levels (Phe, Tyr) (L-Phenylalanine / L-Tyrosine)
Genes in locus: {AP1G1},{ATXN1L},{CALB2},{CHST4},{CMTR2},{DHODH},{DHX38},{ENSG00000261611},{HP},{HPR},{HYDIN},{IST1},{MARVELD3},{PHLPP2},{PKD1L3},{TAT},{TLE7},{TXNL4B},{ZNF19},{ZNF23},{ZNF821}
",TAT
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Lipid metabolism phenotypes (LA/PUFA) (Linoleic acid)
Genes in locus: {CPT1A},{ENSG00000287725},{GAL},{IGHMBP2},{LRP5},{MRGPRD},{MRGPRF},{MRPL21},{MYEOV},{PPP6R3},{SMIM38},{TESMIN},{TPCN2}
",CPT1A
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Phospholipid levels (plasma) (proportions (PC 32∶0/PC 34∶1)) (similar to Phosphatidylcholine(18:0/14:0) Phosphatidylcholine(16:1/18:0))
Genes in locus: {ABHD16A},{AGER},{AGPAT1},{ATF6B},{BTNL2},{C2},{C4A},{C4B},{CFB},{CLIC1},{CSNK2B},{CYP21A2},{DDAH2},{DXO},{EGFL8},{EHMT2},{ENSG00000244255},{ENSG00000263020},{ENSG00000285085},{FKBPL},{GPSM3},{HLA-DQA1},{HLA-DQB1},{HLA-DRA},{HLA-DRB1},{HLA-DRB5},{HSPA1A},{HSPA1B},{HSPA1L},{LSM2},{LY6G5B},{LY6G5C},{LY6G6C},{LY6G6D},{LY6G6F},{LY6G6F-LY6G6D},{MPIG6B},{MSH5},{MSH5-SAPCD1},{NELFE},{NEU1},{NOTCH4},{PBX2},{PPT2},{PPT2-EGFL8},{PRRT1},{RNF5},{SAPCD1},{SKIC2},{SLC44A4},{STK19},{TNXB},{TSBP1},{VARS1},{VWA7},{ZBTB12}
",AGPAT1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Sphingolipid levels (levels) (sphingolipid measurement)
Genes in locus: {ATP10D},{CNGA1},{COMMD8},{CORIN},{GABRB1},{NFXL1},{NIPAL1}
",ATP10D
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Arsenic metabolism (DMA%) (Dimethylarsinate)
Genes in locus: {ACTR1A},{ARL3},{AS3MT},{BORCS7},{BORCS7-ASMT},{C10orf95},{CNNM2},{CUEDC2},{CYP17A1},{FBXL15},{GBF1},{INA},{MFSD13A},{NFKB2},{NT5C2},{PCGF6},{PSD},{RPEL1},{SFXN2},{SUFU},{TRIM8},{WBP1L}
",AS3MT
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Renal function-related traits (urea)
Genes in locus: {ARL2},{ARL2-SNX15},{ATG2A},{BAD},{BATF2},{CAPN1},{CATSPERZ},{CCDC88B},{CDC42BPG},{CDCA5},{DNAJC4},{EHD1},{ENSG00000286264},{ESRRA},{FAU},{FERMT3},{FKBP2},{GPHA2},{GPR137},{KCNK4},{MAJIN},{MAP4K2},{MEN1},{MRPL49},{NAALADL1},{NRXN2},{NUDT22},{PLCB3},{PPP1R14B},{PPP2R5B},{PRDX5},{PYGM},{RASGRP2},{RPS6KA4},{SAC3D1},{SF1},{SLC22A11},{SLC22A12},{SNX15},{SPDYC},{STIP1},{SYVN1},{TM7SF2},{TMEM262},{TRMT112},{TRPT1},{VEGFB},{VPS51},{ZFPL1},{ZNHIT2}
",SLC22A12
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Renal function-related traits (BUN) (Urea)
Genes in locus: {ATP5F1A},{EPG5},{HAUS1},{PSTPIP2},{SIGLEC15},{SLC14A1},{SLC14A2}
",SLC14A2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {EIF5A2},{ENSG00000285218},{RPL22L1},{SLC2A2},{SLC7A14},{TNIK}
",SLC2A2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {DGKG},{ETV5},{IGF2BP2},{LIPH},{MAP3K13},{SENP2},{TMEM41A},{TRA2B}
",IGF2BP2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {CAST},{ELL2},{GLRX},{PCSK1},{RHOBTB3}
",PCSK1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {AEBP1},{BLVRA},{CAMK2B},{COA1},{DBNL},{DDX56},{GCK},{MRPS24},{MYL7},{NPC1L1},{NUDCD3},{OGDH},{PGAM2},{POLD2},{POLM},{SPDYE1},{TMED4},{UBE2D4},{URGCP},{URGCP-MRPS24},{YKT6}
",GCK
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {DEUP1},{FAT3},{MTNR1B},{SLC36A4}
",MTNR1B
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Fasting Glucose (D-Glucose)
Genes in locus: {CDX2},{FLT1},{FLT3},{GSX1},{GTF3A},{LNX2},{MTIF3},{PAN3},{PDX1},{POLR1D},{URAD}
",PDX1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Urate levels (Uric acid)
Genes in locus: {ANKRD34A},{ANKRD35},{CD160},{ENSG00000280778},{ENSG00000289565},{GPR89A},{HJV},{ITGA10},{LIX1L},{NBPF10},{NBPF20},{NOTCH2NLA},{NUDT17},{PDZK1},{PEX11B},{PIAS3},{POLR3C},{POLR3GL},{PPIAL4D},{RBM8A},{RNF115},{TXNIP}
",PDZK1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Urate levels (Uric acid)
Genes in locus: {DEFB131A},{DRD5},{SLC2A9},{WDR1}
",SLC2A9
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Urate levels (Uric acid)
Genes in locus: {ABCG2},{DMP1},{HERC3},{HERC3},{HERC5},{HERC6},{IBSP},{MEPE},{PIGY},{PKD2},{PPM1K},{PYURF},{SPP1}
",ABCG2
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Stearic acid (18:0) plasma levels
Genes in locus: {DTL},{INTS7},{LPGAT1},{NEK2},{RCOR3},{RD3},{SLC30A1},{TRAF5}
",LPGAT1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Thyroid hormone levels (FT4: free thyroxine)
Genes in locus: {CDCP2},{CYB5RL},{DIO1},{DMRTB1},{ENSG00000256407},{GLIS1},{HSPB11},{LDLRAD1},{LRRC42},{MRPL37},{NDC1},{SSBP3},{TCEANC2},{TMEM59},{YIPF1}
",DIO1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Thyroid hormone levels (FT4: free thyroxine)
Genes in locus: {ANP32B},{CCDC180},{CORO2A},{FOXE1},{GABBR2},{HEMGN},{NANS},{NCBP1},{TBC1D2},{TDRD7},{TMOD1},{TRIM14},{TRMO},{TSTD2},{XPA}
",FOXE1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Thyroid hormone levels (FT4: free thyroxine)
Genes in locus: {AGPAT2},{CAMSAP1},{CARD9},{CCDC187},{DNLZ},{EGFL7},{ENSG00000289701},{ENTR1},{GPSM1},{INPP5E},{KCNT1},{LHX3},{NACC2},{NOTCH1},{PMPCA},{QSOX2},{SEC16A},{SNAPC4},{SOHLH1},{TMEM250},{UBAC1}
",LHX3
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Estradiol plasma levels (breast cancer)
Genes in locus: {CPQ},{MTDH},{TSPYL5}
",TSPYL5
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Blood trace element (Cu levels) (Copper)
Genes in locus: {ANXA9},{ARNT},{BNIPL},{C1orf56},{C2CD4D},{CDC42SE1},{CELF3},{CERS2},{CGN},{CTXND2},{GABPB2},{LINGO4},{LYSMD1},{MINDY1},{MLLT11},{MRPL9},{OAZ3},{PI4KB},{PIP5K1A},{POGZ},{PRUNE1},{PSMB4},{PSMD4},{RFX5},{RIIAD1},{RORC},{SCNM1},{SELENBP1},{SEMA6C},{SETDB1},{SNX27},{TDRKH},{THEM5},{TMOD4},{TNFAIP8L2},{TUFT1},{VPS72},{ZNF687}
",SELENBP1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: HDL cholesterol (high density lipoprotein cholesterol measurement)
Genes in locus: {CD36},{GNAI1},{GNAT3},{SEMA3C}
",CD36
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Dimethlyglycine
Genes in locus: {ARSB},{BHMT},{BHMT2},{DMGDH},{HOMER1},{JMY},{LHFPL2}
",DMGDH
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Asparagine (L-Asparagine)
Genes in locus: {AGA},{NEIL3}
",AGA
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Orotic acid
Genes in locus: {HEG1},{ITGB5},{KALRN},{MUC13},{SLC12A8},{UMPS}
",UMPS
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Thyroxine
Genes in locus: {IL1RAPL2},{NRK},{PWWP3B},{SERPINA7}
",SERPINA7
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {AGTRAP},{C1orf167},{CLCN6},{DISP3},{DRAXIN},{FBXO2},{FBXO44},{FBXO6},{KIAA2013},{MAD2L2},{MFN2},{MIIP},{MTHFR},{NPPA},{NPPB},{PLOD1},{TNFRSF1B},{TNFRSF8},{VPS13D}
",MTHFR
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {AKR1A1},{CCDC163},{CCDC17},{ENSG00000288208},{GPBP1L1},{HPDL},{IPP},{MAST2},{MMACHC},{MUTYH},{NASP},{PRDX1},{TESK2},{TMEM69},{TOE1},{UROD},{ZSWIM5}
",MMACHC
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {ACTN2},{EDARADD},{HEATR1},{LGALS8},{MT1HL1},{MTR},{RYR2}
",MTR
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {C6orf141},{CENPQ},{CRISP1},{CRISP2},{CRISP3},{GLYATL3},{MMUT},{PGK2},{RHAG}
",MMUT
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {GRM5},{NOX4},{TRIM49},{TRIM49D1},{TRIM64B},{TRIM77},{TYR}
",FOLH1B
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homocysteine levels
Genes in locus: {ACSF3},{ANKRD11},{CDH15},{CDK10},{CHMP1A},{CPNE7},{DBNDD1},{DEF8},{DPEP1},{ENSG00000198211},{ENSG00000288715},{FANCA},{GAS8},{MC1R},{PRDM7},{RPL13},{SLC22A31},{SPATA2L},{SPATA33},{SPG7},{SPIRE2},{TCF25},{TUBB3},{VPS9D1},{ZNF276},{ZNF778}
",DPEP1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Homoarginine levels (Homo-L-arginine)
Genes in locus: {BLOC1S6},{C15orf48},{DUOX1},{DUOX2},{DUOXA1},{DUOXA2},{ENSG00000260170},{GATM},{SHF},{SLC28A2},{SLC30A4},{SORD},{SPATA5L1},{SQOR},{TERB2}
",GATM
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Hormone measurements (Oestradiol)
Genes in locus: {AP4E1},{CYP19A1},{DMXL2},{GLDN},{LYSMD2},{SCG3},{SPPL2A},{TNFAIP8L3}
",CYP19A1
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Calcium levels
Genes in locus: {ATG16L1},{DGKD},{GIGYF2},{HJURP},{INPP5D},{MROH2A},{NEU2},{NGEF},{SAG},{SNORC},{UGT1A1},{UGT1A10},{UGT1A3},{UGT1A4},{UGT1A5},{UGT1A6},{UGT1A7},{UGT1A8},{UGT1A9},{USP40}
",TRPM8
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Calcium levels
Genes in locus: {CASR},{CD86},{CSTA},{DTX3L},{EAF2},{FAM162A},{HSPBAP1},{ILDR1},{IQCB1},{KPNA1},{MIX23},{PARP14},{PARP15},{PARP9},{SLC15A2},{WDR5B}
",CASR
gwas_causal_gene_opentargets,"Your task is to identify likely causal genes within a locus for a given GWAS phenotype. From the list, provide only the likely causal gene (matching one of the given genes). 
Identify the causal gene.
GWAS phenotype: Calcium levels
Genes in locus: {ASL},{CRCP},{ENSG00000249319},{GUSB},{TPST1},{VKORC1L1},{ZNF92}
",GUSB
