"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
13	"Multi-trait sum score"	"{CHURC1},{CHURC1-FNTB},{FNTB},{FUT8},{GPX2},{MAX},{RAB15},{SPTB}"	"{ENSG00000033170},{ENSG00000070182},{ENSG00000125952},{ENSG00000125954},{ENSG00000139998},{ENSG00000176153},{ENSG00000257365},{ENSG00000258289}"
14	"Metabolite levels (N6-methyllysine)"	"{ABCA4},{ABCD3},{ALG14},{ARHGAP29},{CNN3},{F3},{SLC44A3}"	"{ENSG00000117519},{ENSG00000117525},{ENSG00000117528},{ENSG00000137962},{ENSG00000143036},{ENSG00000172339},{ENSG00000198691}"
15	"Corneal Injuries"	"{ATP1B1},{BLZF1},{C1orf112},{CCDC181},{F5},{KIFAP3},{METTL18},{NME7},{SCYL3},{SELE},{SELL},{SELP},{SLC19A2}"	"{ENSG00000000457},{ENSG00000000460},{ENSG00000007908},{ENSG00000075945},{ENSG00000117475},{ENSG00000117477},{ENSG00000117479},{ENSG00000143153},{ENSG00000143156},{ENSG00000171806},{ENSG00000174175},{ENSG00000188404},{ENSG00000198734}"
16	"Retinitis Pigmentosa"	"{AKAP8},{AKAP8L},{AP1M1},{CIB3},{CYP4F11},{CYP4F12},{CYP4F2},{CYP4F22},{CYP4F3},{CYP4F8},{EPS15L1},{FAM32A},{HSH2D},{KLF2},{OR10H1},{OR10H2},{OR10H3},{OR10H4},{OR10H5},{PGLYRP2},{RAB8A},{RASAL3},{TPM4},{WIZ}"	"{ENSG00000011243},{ENSG00000011451},{ENSG00000072958},{ENSG00000105058},{ENSG00000105122},{ENSG00000105127},{ENSG00000127527},{ENSG00000127528},{ENSG00000141977},{ENSG00000161031},{ENSG00000167460},{ENSG00000167461},{ENSG00000171903},{ENSG00000171936},{ENSG00000171942},{ENSG00000171954},{ENSG00000172519},{ENSG00000176231},{ENSG00000186115},{ENSG00000186204},{ENSG00000186526},{ENSG00000186529},{ENSG00000186723},{ENSG00000196684}"
17	"Waist-to-hip ratio (adjusted by BMI)"	"{C6orf52},{ELOVL2},{ENSG00000272162},{ERVFRD-1},{GCM2},{GCNT2},{MAK},{NEDD9},{PAK1IP1},{SMIM13},{SYCP2L},{TMEM14B},{TMEM14C}"	"{ENSG00000111837},{ENSG00000111843},{ENSG00000111845},{ENSG00000111846},{ENSG00000111859},{ENSG00000124827},{ENSG00000137210},{ENSG00000137434},{ENSG00000153157},{ENSG00000197977},{ENSG00000224531},{ENSG00000244476},{ENSG00000272162}"
18	"Anterior amygdaloid area volume"	"{CEP55},{FFAR4},{FRA10AC1},{LGI1},{MYOF},{PDE6C},{PLCE1},{RBP4},{SLC35G1}"	"{ENSG00000095464},{ENSG00000108231},{ENSG00000138119},{ENSG00000138180},{ENSG00000138193},{ENSG00000138207},{ENSG00000148690},{ENSG00000176273},{ENSG00000186188}"
19	"Herpes Zoster"	"{B4GALT6},{DSC1},{DSG1},{DSG2},{DSG3},{DSG4},{RNF125},{RNF138},{SLC25A52},{TRAPPC8},{TTR}"	"{ENSG00000046604},{ENSG00000101695},{ENSG00000118271},{ENSG00000118276},{ENSG00000134757},{ENSG00000134758},{ENSG00000134760},{ENSG00000134765},{ENSG00000141437},{ENSG00000153339},{ENSG00000175065}"
20	"Metabolite levels (Fibrinopeptide A (8-16))"	"{AGR2},{AGR3},{AHR},{ENSG00000283321},{TSPAN13}"	"{ENSG00000106537},{ENSG00000106541},{ENSG00000106546},{ENSG00000173467},{ENSG00000283321}"
21	"Sarcoma"	"{ENSG00000271793},{NT5E},{SNX14},{SYNCRIP}"	"{ENSG00000135316},{ENSG00000135317},{ENSG00000135318},{ENSG00000271793}"
22	"Vitiligo"	"{ACADVL},{ACAP1},{ALOX12B},{ALOX15B},{ALOXE3},{ASGR1},{ATP1B2},{CD68},{CHD3},{CHRNB1},{CLDN7},{CNTROB},{CTDNEP1},{CYB5D1},{DLG4},{DNAH2},{DVL2},{EFNB3},{EIF4A1},{EIF5A},{ELP5},{ENSG00000261915},{ENSG00000262302},{ENSG00000262526},{ENSG00000262730},{ENSG00000286007},{FGF11},{FXR2},{GABARAP},{GPS2},{GUCY2D},{KCNAB3},{KCTD11},{KDM6B},{MPDU1},{NAA38},{NEURL4},{NLGN2},{PHF23},{PLSCR3},{POLR2A},{RNF227},{SAT2},{SENP3},{SENP3-EIF4A1},{SHBG},{SLC2A4},{SLC35G6},{SOX15},{SPEM1},{SPEM2},{SPEM3},{TMEM102},{TMEM256},{TMEM256-PLSCR3},{TMEM88},{TMEM95},{TNFSF12},{TNFSF12-TNFSF13},{TNFSF13},{TNK1},{TP53},{TRAPPC1},{WRAP53},{YBX2},{ZBTB4}"	"{ENSG00000004975},{ENSG00000006047},{ENSG00000040633},{ENSG00000072778},{ENSG00000072818},{ENSG00000108947},{ENSG00000129194},{ENSG00000129214},{ENSG00000129226},{ENSG00000129244},{ENSG00000129245},{ENSG00000129255},{ENSG00000132507},{ENSG00000132510},{ENSG00000132518},{ENSG00000132522},{ENSG00000132535},{ENSG00000141499},{ENSG00000141504},{ENSG00000141505},{ENSG00000141510},{ENSG00000161955},{ENSG00000161956},{ENSG00000161958},{ENSG00000161960},{ENSG00000167874},{ENSG00000169992},{ENSG00000170004},{ENSG00000170037},{ENSG00000170043},{ENSG00000170049},{ENSG00000170175},{ENSG00000170291},{ENSG00000170296},{ENSG00000174282},{ENSG00000174292},{ENSG00000175826},{ENSG00000179148},{ENSG00000179477},{ENSG00000179593},{ENSG00000179859},{ENSG00000181222},{ENSG00000181284},{ENSG00000181323},{ENSG00000181856},{ENSG00000181885},{ENSG00000182224},{ENSG00000182896},{ENSG00000183011},{ENSG00000183914},{ENSG00000184560},{ENSG00000187838},{ENSG00000205544},{ENSG00000213859},{ENSG00000215041},{ENSG00000239697},{ENSG00000248871},{ENSG00000259224},{ENSG00000261915},{ENSG00000262302},{ENSG00000262481},{ENSG00000262526},{ENSG00000262730},{ENSG00000277957},{ENSG00000283439},{ENSG00000286007}"
23	"Arthritis, Rheumatoid"	"{ACTR2},{AFTPH},{CEP68},{RAB1A},{SERTAD2},{SLC1A4},{SPRED2}"	"{ENSG00000011523},{ENSG00000115902},{ENSG00000119844},{ENSG00000138069},{ENSG00000138071},{ENSG00000179833},{ENSG00000198369}"
24	"Red blood cell side scatter"	"{AP1G1},{ATXN1L},{CALB2},{CHST4},{CMTR2},{DHODH},{DHX38},{ENSG00000261611},{HP},{HPR},{HYDIN},{IST1},{MARVELD3},{PHLPP2},{PKD1L3},{TAT},{TLE7},{TXNL4B},{ZNF19},{ZNF23},{ZNF821}"	"{ENSG00000040199},{ENSG00000102967},{ENSG00000102984},{ENSG00000140829},{ENSG00000140830},{ENSG00000140832},{ENSG00000140835},{ENSG00000157423},{ENSG00000157429},{ENSG00000166747},{ENSG00000167377},{ENSG00000172137},{ENSG00000180917},{ENSG00000182149},{ENSG00000198650},{ENSG00000224470},{ENSG00000257017},{ENSG00000260734},{ENSG00000261611},{ENSG00000261701},{ENSG00000277481}"
25	"Crohn Disease"	"{CPT1A},{ENSG00000287725},{GAL},{IGHMBP2},{LRP5},{MRGPRD},{MRGPRF},{MRPL21},{MYEOV},{PPP6R3},{SMIM38},{TESMIN},{TPCN2}"	"{ENSG00000069482},{ENSG00000110075},{ENSG00000110090},{ENSG00000132740},{ENSG00000132749},{ENSG00000162337},{ENSG00000162341},{ENSG00000172927},{ENSG00000172935},{ENSG00000172938},{ENSG00000197345},{ENSG00000284713},{ENSG00000287725}"
26	"Urinary Tract Infections"	"{ABHD16A},{AGER},{AGPAT1},{ATF6B},{BTNL2},{C2},{C4A},{C4B},{CFB},{CLIC1},{CSNK2B},{CYP21A2},{DDAH2},{DXO},{EGFL8},{EHMT2},{ENSG00000244255},{ENSG00000263020},{ENSG00000285085},{FKBPL},{GPSM3},{HLA-DQA1},{HLA-DQB1},{HLA-DRA},{HLA-DRB1},{HLA-DRB5},{HSPA1A},{HSPA1B},{HSPA1L},{LSM2},{LY6G5B},{LY6G5C},{LY6G6C},{LY6G6D},{LY6G6F},{LY6G6F-LY6G6D},{MPIG6B},{MSH5},{MSH5-SAPCD1},{NELFE},{NEU1},{NOTCH4},{PBX2},{PPT2},{PPT2-EGFL8},{PRRT1},{RNF5},{SAPCD1},{SKIC2},{SLC44A4},{STK19},{TNXB},{TSBP1},{VARS1},{VWA7},{ZBTB12}"	"{ENSG00000166278},{ENSG00000168477},{ENSG00000179344},{ENSG00000196126},{ENSG00000196735},{ENSG00000198502},{ENSG00000204287},{ENSG00000204290},{ENSG00000204296},{ENSG00000204301},{ENSG00000204304},{ENSG00000204305},{ENSG00000204308},{ENSG00000204310},{ENSG00000204314},{ENSG00000204315},{ENSG00000204344},{ENSG00000204348},{ENSG00000204351},{ENSG00000204356},{ENSG00000204366},{ENSG00000204371},{ENSG00000204385},{ENSG00000204386},{ENSG00000204388},{ENSG00000204389},{ENSG00000204390},{ENSG00000204392},{ENSG00000204394},{ENSG00000204396},{ENSG00000204410},{ENSG00000204420},{ENSG00000204421},{ENSG00000204424},{ENSG00000204427},{ENSG00000204428},{ENSG00000204435},{ENSG00000213654},{ENSG00000213676},{ENSG00000213719},{ENSG00000213722},{ENSG00000221988},{ENSG00000224389},{ENSG00000228727},{ENSG00000231852},{ENSG00000240053},{ENSG00000241404},{ENSG00000243649},{ENSG00000244255},{ENSG00000244355},{ENSG00000244731},{ENSG00000250641},{ENSG00000255152},{ENSG00000258388},{ENSG00000263020},{ENSG00000285085}"
27	"Cataract"	"{ATP10D},{CNGA1},{COMMD8},{CORIN},{GABRB1},{NFXL1},{NIPAL1}"	"{ENSG00000145244},{ENSG00000145246},{ENSG00000163288},{ENSG00000163293},{ENSG00000169019},{ENSG00000170448},{ENSG00000198515}"
28	"Dermatitis, Seborrheic"	"{ACTR1A},{ARL3},{AS3MT},{BORCS7},{BORCS7-ASMT},{C10orf95},{CNNM2},{CUEDC2},{CYP17A1},{FBXL15},{GBF1},{INA},{MFSD13A},{NFKB2},{NT5C2},{PCGF6},{PSD},{RPEL1},{SFXN2},{SUFU},{TRIM8},{WBP1L}"	"{ENSG00000059915},{ENSG00000076685},{ENSG00000077150},{ENSG00000107862},{ENSG00000107872},{ENSG00000107874},{ENSG00000107882},{ENSG00000120055},{ENSG00000138107},{ENSG00000138111},{ENSG00000138175},{ENSG00000148795},{ENSG00000148798},{ENSG00000148842},{ENSG00000156374},{ENSG00000156398},{ENSG00000166272},{ENSG00000166275},{ENSG00000171206},{ENSG00000214435},{ENSG00000235376},{ENSG00000270316}"
29	"Radiation Injuries"	"{ARL2},{ARL2-SNX15},{ATG2A},{BAD},{BATF2},{CAPN1},{CATSPERZ},{CCDC88B},{CDC42BPG},{CDCA5},{DNAJC4},{EHD1},{ENSG00000286264},{ESRRA},{FAU},{FERMT3},{FKBP2},{GPHA2},{GPR137},{KCNK4},{MAJIN},{MAP4K2},{MEN1},{MRPL49},{NAALADL1},{NRXN2},{NUDT22},{PLCB3},{PPP1R14B},{PPP2R5B},{PRDX5},{PYGM},{RASGRP2},{RPS6KA4},{SAC3D1},{SF1},{SLC22A11},{SLC22A12},{SNX15},{SPDYC},{STIP1},{SYVN1},{TM7SF2},{TMEM262},{TRMT112},{TRPT1},{VEGFB},{VPS51},{ZFPL1},{ZNHIT2}"	"{ENSG00000002330},{ENSG00000014216},{ENSG00000068831},{ENSG00000068971},{ENSG00000068976},{ENSG00000110011},{ENSG00000110025},{ENSG00000110046},{ENSG00000110047},{ENSG00000110076},{ENSG00000126432},{ENSG00000133895},{ENSG00000146670},{ENSG00000149735},{ENSG00000149743},{ENSG00000149761},{ENSG00000149781},{ENSG00000149782},{ENSG00000149792},{ENSG00000149806},{ENSG00000149809},{ENSG00000149823},{ENSG00000162298},{ENSG00000162300},{ENSG00000162302},{ENSG00000168060},{ENSG00000168061},{ENSG00000168062},{ENSG00000168065},{ENSG00000168066},{ENSG00000168067},{ENSG00000168070},{ENSG00000168071},{ENSG00000168439},{ENSG00000171219},{ENSG00000173113},{ENSG00000173153},{ENSG00000173264},{ENSG00000173457},{ENSG00000173486},{ENSG00000173511},{ENSG00000174276},{ENSG00000182450},{ENSG00000187066},{ENSG00000197891},{ENSG00000204710},{ENSG00000213465},{ENSG00000219435},{ENSG00000273003},{ENSG00000286264}"
30	"Trichomonas Infections"	"{ATP5F1A},{EPG5},{HAUS1},{PSTPIP2},{SIGLEC15},{SLC14A1},{SLC14A2}"	"{ENSG00000132874},{ENSG00000141469},{ENSG00000152223},{ENSG00000152229},{ENSG00000152234},{ENSG00000152240},{ENSG00000197046}"
31	"Mucocutaneous Lymph Node Syndrome"	"{EIF5A2},{ENSG00000285218},{RPL22L1},{SLC2A2},{SLC7A14},{TNIK}"	"{ENSG00000013293},{ENSG00000154310},{ENSG00000163577},{ENSG00000163581},{ENSG00000163584},{ENSG00000285218}"
32	"Anorexia"	"{DGKG},{ETV5},{IGF2BP2},{LIPH},{MAP3K13},{SENP2},{TMEM41A},{TRA2B}"	"{ENSG00000058866},{ENSG00000073792},{ENSG00000073803},{ENSG00000136527},{ENSG00000163898},{ENSG00000163900},{ENSG00000163904},{ENSG00000244405}"
33	"Hypertension, Pulmonary"	"{CAST},{ELL2},{GLRX},{PCSK1},{RHOBTB3}"	"{ENSG00000118985},{ENSG00000153113},{ENSG00000164292},{ENSG00000173221},{ENSG00000175426}"
34	"Vomiting"	"{AEBP1},{BLVRA},{CAMK2B},{COA1},{DBNL},{DDX56},{GCK},{MRPS24},{MYL7},{NPC1L1},{NUDCD3},{OGDH},{PGAM2},{POLD2},{POLM},{SPDYE1},{TMED4},{UBE2D4},{URGCP},{URGCP-MRPS24},{YKT6}"	"{ENSG00000015520},{ENSG00000015676},{ENSG00000058404},{ENSG00000062582},{ENSG00000078967},{ENSG00000105953},{ENSG00000106603},{ENSG00000106605},{ENSG00000106608},{ENSG00000106624},{ENSG00000106628},{ENSG00000106631},{ENSG00000106633},{ENSG00000106636},{ENSG00000122678},{ENSG00000136206},{ENSG00000136271},{ENSG00000136279},{ENSG00000158604},{ENSG00000164708},{ENSG00000270617}"
35	"Body mass index"	"{DEUP1},{FAT3},{MTNR1B},{SLC36A4}"	"{ENSG00000134640},{ENSG00000165323},{ENSG00000165325},{ENSG00000180773}"
36	"Hemophilia A"	"{CDX2},{FLT1},{FLT3},{GSX1},{GTF3A},{LNX2},{MTIF3},{PAN3},{PDX1},{POLR1D},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000122033},{ENSG00000122034},{ENSG00000139515},{ENSG00000139517},{ENSG00000152520},{ENSG00000165556},{ENSG00000169840},{ENSG00000183463},{ENSG00000186184}"
37	"Peptic Ulcer"	"{ANKRD34A},{ANKRD35},{CD160},{ENSG00000280778},{ENSG00000289565},{GPR89A},{HJV},{ITGA10},{LIX1L},{NBPF10},{NBPF20},{NOTCH2NLA},{NUDT17},{PDZK1},{PEX11B},{PIAS3},{POLR3C},{POLR3GL},{PPIAL4D},{RBM8A},{RNF115},{TXNIP}"	"{ENSG00000117262},{ENSG00000117281},{ENSG00000121851},{ENSG00000131779},{ENSG00000131788},{ENSG00000143127},{ENSG00000162825},{ENSG00000168509},{ENSG00000174827},{ENSG00000186141},{ENSG00000186364},{ENSG00000198483},{ENSG00000264343},{ENSG00000265241},{ENSG00000265491},{ENSG00000265972},{ENSG00000271425},{ENSG00000271601},{ENSG00000272031},{ENSG00000280778},{ENSG00000289549},{ENSG00000289565}"
38	"Purpura, Thrombotic Thrombocytopenic"	"{DEFB131A},{DRD5},{SLC2A9},{WDR1}"	"{ENSG00000071127},{ENSG00000109667},{ENSG00000169676},{ENSG00000186146}"
39	"Myopia"	"{ABCG2},{DMP1},{HERC3},{HERC3},{HERC5},{HERC6},{IBSP},{MEPE},{PIGY},{PKD2},{PPM1K},{PYURF},{SPP1}"	"{ENSG00000029559},{ENSG00000118762},{ENSG00000118777},{ENSG00000118785},{ENSG00000138641},{ENSG00000138642},{ENSG00000138646},{ENSG00000145337},{ENSG00000152592},{ENSG00000152595},{ENSG00000163644},{ENSG00000255072},{ENSG00000287542}"
40	"Eosinophilic Esophagitis"	"{DTL},{INTS7},{LPGAT1},{NEK2},{RCOR3},{RD3},{SLC30A1},{TRAF5}"	"{ENSG00000082512},{ENSG00000117625},{ENSG00000117650},{ENSG00000123684},{ENSG00000143476},{ENSG00000143493},{ENSG00000170385},{ENSG00000198570}"
41	"Red blood cell forward scatter"	"{CDCP2},{CYB5RL},{DIO1},{DMRTB1},{ENSG00000256407},{GLIS1},{HSPB11},{LDLRAD1},{LRRC42},{MRPL37},{NDC1},{SSBP3},{TCEANC2},{TMEM59},{YIPF1}"	"{ENSG00000058799},{ENSG00000058804},{ENSG00000081870},{ENSG00000116205},{ENSG00000116209},{ENSG00000116212},{ENSG00000116221},{ENSG00000143006},{ENSG00000157211},{ENSG00000157216},{ENSG00000174332},{ENSG00000203985},{ENSG00000211452},{ENSG00000215883},{ENSG00000256407}"
42	"Testosterone in females"	"{ANP32B},{CCDC180},{CORO2A},{FOXE1},{GABBR2},{HEMGN},{NANS},{NCBP1},{TBC1D2},{TDRD7},{TMOD1},{TRIM14},{TRMO},{TSTD2},{XPA}"	"{ENSG00000095380},{ENSG00000095383},{ENSG00000106785},{ENSG00000106789},{ENSG00000136842},{ENSG00000136925},{ENSG00000136928},{ENSG00000136929},{ENSG00000136932},{ENSG00000136936},{ENSG00000136937},{ENSG00000136938},{ENSG00000178919},{ENSG00000196116},{ENSG00000197816}"
43	"Inflammatory Bowel Diseases"	"{AGPAT2},{CAMSAP1},{CARD9},{CCDC187},{DNLZ},{EGFL7},{ENSG00000289701},{ENTR1},{GPSM1},{INPP5E},{KCNT1},{LHX3},{NACC2},{NOTCH1},{PMPCA},{QSOX2},{SEC16A},{SNAPC4},{SOHLH1},{TMEM250},{UBAC1}"	"{ENSG00000107147},{ENSG00000107187},{ENSG00000130559},{ENSG00000130560},{ENSG00000148384},{ENSG00000148396},{ENSG00000148400},{ENSG00000148411},{ENSG00000160360},{ENSG00000165643},{ENSG00000165661},{ENSG00000165684},{ENSG00000165688},{ENSG00000165689},{ENSG00000169692},{ENSG00000172889},{ENSG00000187796},{ENSG00000213221},{ENSG00000238227},{ENSG00000260220},{ENSG00000289701}"
44	"Amyloidosis"	"{CPQ},{MTDH},{TSPYL5}"	"{ENSG00000104324},{ENSG00000147649},{ENSG00000180543}"
45	"Menopause"	"{ANXA9},{ARNT},{BNIPL},{C1orf56},{C2CD4D},{CDC42SE1},{CELF3},{CERS2},{CGN},{CTXND2},{GABPB2},{LINGO4},{LYSMD1},{MINDY1},{MLLT11},{MRPL9},{OAZ3},{PI4KB},{PIP5K1A},{POGZ},{PRUNE1},{PSMB4},{PSMD4},{RFX5},{RIIAD1},{RORC},{SCNM1},{SELENBP1},{SEMA6C},{SETDB1},{SNX27},{TDRKH},{THEM5},{TMOD4},{TNFAIP8L2},{TUFT1},{VPS72},{ZNF687}"	"{ENSG00000143363},{ENSG00000143365},{ENSG00000143367},{ENSG00000143373},{ENSG00000143375},{ENSG00000143376},{ENSG00000143379},{ENSG00000143390},{ENSG00000143393},{ENSG00000143398},{ENSG00000143409},{ENSG00000143412},{ENSG00000143416},{ENSG00000143418},{ENSG00000143434},{ENSG00000143436},{ENSG00000143437},{ENSG00000143442},{ENSG00000143443},{ENSG00000143450},{ENSG00000143458},{ENSG00000159352},{ENSG00000159377},{ENSG00000159409},{ENSG00000163141},{ENSG00000163154},{ENSG00000163155},{ENSG00000163156},{ENSG00000163157},{ENSG00000163159},{ENSG00000178796},{ENSG00000182134},{ENSG00000196407},{ENSG00000197622},{ENSG00000213171},{ENSG00000213190},{ENSG00000225556},{ENSG00000283324}"
46	"Anthrax"	"{CD36},{GNAI1},{GNAT3},{SEMA3C}"	"{ENSG00000075223},{ENSG00000127955},{ENSG00000135218},{ENSG00000214415}"
47	"Metabolite levels (glutarylcarnitine (C5); glutarylcarnitine (C5-DC); C5-DC carnitine; C5_DC_carnitine)"	"{ARSB},{BHMT},{BHMT2},{DMGDH},{HOMER1},{JMY},{LHFPL2}"	"{ENSG00000113273},{ENSG00000132837},{ENSG00000132840},{ENSG00000145685},{ENSG00000145692},{ENSG00000152409},{ENSG00000152413}"
48	"White blood cell count"	"{AGA},{NEIL3}"	"{ENSG00000038002},{ENSG00000109674}"
49	"Gaucher Disease"	"{HEG1},{ITGB5},{KALRN},{MUC13},{SLC12A8},{UMPS}"	"{ENSG00000082781},{ENSG00000114491},{ENSG00000160145},{ENSG00000173702},{ENSG00000173706},{ENSG00000221955}"
50	"Nonalcoholic fatty liver disease"	"{IL1RAPL2},{NRK},{PWWP3B},{SERPINA7}"	"{ENSG00000123561},{ENSG00000123572},{ENSG00000157502},{ENSG00000189108}"
